,,A,B.E.,CDS-PP,CH,IL,JPP,L,MAS,MPT,NC,PAN,PCP-PEV,PCTP/MRPP,PDR,PNR,PPD/PSD,PPM,PS,PTP,PURP,R.I.R.
150802,15116,65,1163,300,156,88,,116,4,34,26,334,994,80,22,30,1540,16,2951,11,13,58
150803,22026,94,1646,306,238,114,,179,7,34,31,496,1879,132,21,45,1291,19,4450,13,23,106
150804,10638,65,716,227,138,77,,93,4,14,22,317,749,45,19,18,1032,15,2187,7,11,43
150806,6789,17,242,108,50,15,,20,2,9,7,91,395,60,12,14,480,6,1225,2,10,19
150901,722,0,26,15,5,1,,0,0,0,0,3,148,10,0,1,61,0,161,0,1,3
150902,1593,1,64,24,11,4,,6,0,3,0,10,252,11,2,3,96,1,282,0,0,4
150903,2739,3,130,35,23,7,,8,0,5,3,24,295,38,13,4,136,9,575,2,2,7
150904,1725,2,120,17,7,4,,4,0,1,1,14,260,12,9,0,125,1,303,1,2,10
150907,9006,33,795,152,95,24,,64,1,17,12,200,602,56,15,31,824,9,1567,7,16,30
150910,643,1,48,11,1,0,,5,0,1,0,9,91,8,1,3,64,2,124,0,0,6
150912,6699,23,427,119,44,32,,34,4,9,9,98,643,41,13,13,647,5,1345,4,6,25
150913,1121,2,29,17,5,3,,3,0,2,0,10,212,18,0,0,47,0,235,1,0,7
151002,41766,149,2321,548,412,198,,252,15,60,52,988,3258,192,43,123,3076,35,8888,26,69,119
151005,42491,175,2864,739,508,281,,292,17,74,46,1194,3099,134,35,112,3954,43,9287,19,80,129
151006,16219,80,1171,325,279,114,,99,7,41,33,464,964,50,17,51,1608,24,3635,8,32,60
151007,39011,133,2412,512,554,252,,277,13,66,73,1056,4197,249,33,111,2377,35,7726,22,55,114
151101,16934,83,1150,337,151,90,,129,5,33,28,371,1156,61,10,32,1483,13,3534,14,24,68
151102,4531,17,239,69,21,14,,10,4,4,6,77,351,23,6,5,323,3,808,4,10,14
151103,22586,97,1357,322,437,100,,143,11,33,43,635,1501,79,33,88,1544,23,4336,17,34,81
151205,44663,147,2946,567,459,116,,228,21,66,46,969,3023,182,29,93,2386,44,8144,23,65,116
151207,5261,28,365,96,54,19,,38,1,10,7,137,506,46,3,12,440,0,1122,2,5,23
151208,4726,13,410,52,29,7,,14,50,15,6,75,587,62,6,8,163,6,1083,2,4,12
151209,16399,99,1177,443,190,188,,146,4,26,36,498,1071,43,8,34,1917,15,3585,6,23,44
151210,33826,151,2360,752,233,189,,224,14,39,65,790,2003,107,19,83,3723,37,6501,11,62,66
151301,11209,36,812,139,81,41,,58,6,19,14,206,866,71,23,15,673,10,1887,12,12,48
151302,876,3,51,18,6,7,,4,1,2,3,12,60,5,0,3,74,1,211,1,2,2
160101,351,0,5,15,0,0,0,2,,1,0,5,3,0,0,0,79,0,68,0,0,0
160102,800,0,15,4,2,0,1,1,,1,1,10,16,1,1,0,175,0,132,1,0,3
160104,273,0,4,5,0,0,1,0,,1,0,3,1,1,0,0,70,0,24,1,2,1
160105,366,1,4,6,0,0,0,0,,0,0,2,2,0,1,1,59,0,21,1,1,0
160106,526,2,6,8,1,0,1,0,,0,0,1,3,0,1,0,112,1,55,0,0,1
160108,327,0,9,5,1,1,0,0,,0,0,3,2,0,0,1,70,1,54,2,0,1
160109,774,1,13,9,2,1,0,1,,0,4,8,7,0,0,2,176,0,117,1,0,2
160113,481,3,0,7,1,0,3,0,,1,0,1,1,1,1,0,56,0,48,0,0,0
160115,1140,1,9,21,1,3,0,5,,0,1,2,11,0,1,3,154,1,152,0,0,1
160121,438,1,1,4,0,1,0,1,,1,0,0,3,0,0,1,57,0,68,0,0,1
160122,278,0,4,3,0,0,2,0,,0,0,1,2,0,0,0,79,1,37,2,0,0
160123,370,0,7,4,1,0,0,4,,1,0,3,2,1,0,0,110,1,58,1,0,1
160124,1028,1,27,25,2,2,0,1,,0,1,8,10,0,1,0,178,1,176,0,0,3
160125,270,0,10,7,0,1,0,0,,0,0,1,3,0,0,0,59,1,38,0,1,1
160128,877,2,15,17,1,2,2,2,,3,1,4,18,4,1,1,182,0,153,0,0,1
160130,811,1,10,12,1,0,2,2,,0,0,5,3,1,1,0,172,1,103,1,0,4
160131,532,0,7,11,2,1,1,0,,0,0,1,2,1,0,1,127,0,88,0,0,3
160133,527,0,3,5,0,0,0,1,,0,1,5,3,1,0,1,86,0,82,0,0,0
160142,365,0,11,9,1,0,0,1,,0,1,5,2,0,0,0,74,0,88,0,0,0
160144,310,0,5,2,0,0,0,0,,0,1,1,0,0,0,2,53,1,30,0,0,0
160145,331,2,3,7,0,0,1,0,,0,0,0,0,0,0,1,82,0,28,1,0,0
160146,1262,1,14,15,0,1,3,0,,1,0,9,25,1,1,1,136,0,95,1,0,2
160149,858,1,9,11,2,1,1,2,,0,0,2,6,0,7,0,130,1,161,0,0,0
160152,487,0,11,9,2,0,0,0,,0,0,4,5,2,0,0,107,1,52,0,0,2
160153,1730,3,49,54,8,3,1,7,,0,0,25,27,1,0,0,341,2,283,0,1,4
160154,2721,6,90,54,6,9,1,14,,3,2,58,50,6,1,3,468,0,479,2,1,9
160155,443,2,4,10,0,0,0,0,,0,0,1,10,3,0,1,90,0,79,1,2,0
160156,521,1,5,16,0,1,0,0,,0,1,1,3,0,1,0,129,2,55,0,0,0
160157,1198,3,33,19,4,0,1,2,,1,0,12,17,1,4,3,268,1,173,0,2,4
160158,517,0,10,25,1,3,0,1,,0,0,5,1,1,0,1,123,2,70,1,0,4
160159,441,1,18,12,0,2,1,0,,1,0,5,1,1,0,1,110,0,73,0,0,0
160160,510,0,11,14,0,1,1,1,,0,0,3,1,0,1,0,92,0,61,0,0,1
160161,969,0,9,10,5,2,0,1,,1,0,6,4,2,3,0,140,4,150,0,1,3
160162,973,2,23,26,2,3,2,3,,0,1,8,4,1,15,2,187,1,151,1,0,4
160163,1010,2,9,24,2,2,0,1,,0,1,3,10,0,2,4,223,2,269,2,0,3
160164,616,2,7,22,2,0,0,0,,0,0,7,4,1,1,0,134,0,98,1,0,2
160201,1150,3,60,24,4,4,6,4,,1,3,19,25,8,0,2,185,2,269,2,1,10
160205,358,3,15,5,0,5,0,2,,1,0,8,8,0,0,1,48,0,100,0,0,3
160209,344,0,6,5,1,0,0,0,,0,0,1,2,0,0,0,65,0,79,0,0,3
160211,953,13,50,15,4,4,2,3,,0,3,17,10,4,1,2,191,1,204,0,0,6
160214,709,3,33,14,1,3,0,2,,1,1,11,19,4,0,2,146,0,164,0,0,2
160215,1373,5,81,18,9,10,1,7,,1,1,17,24,4,1,1,181,1,295,0,0,5
160217,4931,9,248,58,16,13,14,11,,3,3,75,72,15,2,6,758,3,796,2,8,27
160218,725,4,50,13,2,3,0,5,,0,3,8,35,2,0,2,94,0,173,0,0,5
160220,266,0,12,8,4,0,1,0,,0,0,5,7,1,0,1,66,1,59,0,0,2
160221,210,0,2,1,1,0,1,0,,0,0,3,1,0,0,0,59,0,56,0,0,2
160222,2433,1,138,32,9,7,1,6,,5,2,34,75,5,2,2,429,2,524,0,4,4
160223,435,0,18,9,1,1,0,3,,1,1,3,2,0,0,0,95,0,121,0,1,5
160224,1585,7,73,29,2,6,3,3,,1,3,33,37,6,0,2,281,0,344,1,0,3
160225,925,4,46,19,6,3,1,4,,0,0,10,19,5,0,0,183,3,203,5,0,7
160301,565,1,14,5,2,1,0,1,,0,1,4,4,0,2,0,56,1,116,0,0,2
160304,439,0,5,1,0,0,0,0,,0,0,2,2,0,2,1,49,1,44,0,0,1
160305,625,0,10,13,1,0,0,0,,0,1,1,6,1,0,0,83,0,129,0,0,0
160307,285,0,0,4,0,0,0,0,,0,0,0,0,0,0,0,16,0,51,0,0,0
160308,306,0,7,5,0,0,0,0,,1,0,1,2,0,0,0,46,1,47,0,0,0
160311,1282,0,34,11,3,2,0,0,,0,0,9,4,4,0,1,134,0,195,0,1,2
160313,531,0,12,15,0,2,1,0,,1,0,6,2,2,1,0,61,0,112,0,1,2
160317,706,4,16,4,0,0,0,3,,0,0,3,1,3,0,0,67,1,121,2,0,0
160319,913,0,8,4,1,0,0,2,,1,1,5,4,1,0,0,57,1,141,1,1,3
160320,844,0,14,12,0,0,0,0,,0,1,1,5,0,0,2,60,2,151,0,1,0
160321,919,0,5,24,1,1,0,3,,1,1,1,1,1,0,0,128,2,66,1,0,1
160322,540,2,15,7,3,0,0,1,,0,0,3,3,2,0,0,77,3,118,0,0,3
160323,2574,2,67,30,7,5,1,3,,3,2,20,17,11,2,3,293,3,365,0,0,6
160401,243,0,2,7,0,0,0,0,,0,0,3,1,1,0,0,51,1,27,0,0,2
160404,1001,0,33,18,7,1,0,2,,1,0,8,9,2,0,1,136,2,170,1,1,5
160405,359,0,4,10,1,2,1,1,,1,0,3,1,1,2,0,80,0,33,0,0,1
160406,704,0,16,16,3,1,0,2,,1,0,7,3,1,0,0,123,0,115,0,0,1
160407,496,0,15,8,0,1,1,0,,1,0,2,9,0,0,1,104,0,100,0,1,0
160410,281,0,5,8,1,0,1,0,,0,0,1,0,0,0,1,69,0,52,0,0,1
160411,1069,1,7,28,2,0,1,5,,0,0,7,3,2,1,2,195,0,165,2,0,1
160415,1112,2,14,62,2,0,1,0,,0,0,2,6,2,0,1,203,1,101,0,1,7
160418,645,0,21,26,3,4,0,0,,1,1,1,0,1,0,2,151,0,77,0,0,2
160420,861,4,17,28,4,5,2,2,,0,3,4,5,2,2,2,190,0,126,0,1,10
160421,336,0,8,15,2,2,2,2,,0,0,3,2,0,1,2,70,0,53,1,0,1
160422,291,0,10,6,0,0,1,0,,0,0,0,5,0,0,1,41,0,69,1,0,0
160423,254,0,3,6,1,2,0,0,,0,0,1,1,0,1,0,43,0,53,0,0,2
160424,1216,0,12,28,0,0,3,1,,0,1,3,2,2,0,0,214,3,109,0,1,2
160427,398,0,11,10,2,0,0,0,,0,0,2,2,2,0,3,73,0,62,0,0,2
160428,812,3,30,28,4,2,2,2,,0,1,4,2,0,0,0,146,0,116,0,1,3
160431,355,0,5,6,1,1,0,1,,0,0,1,0,0,1,0,75,0,29,0,0,1
160434,314,1,3,17,0,0,0,0,,0,0,2,2,0,0,0,74,1,42,0,0,1
160435,701,1,21,10,3,2,5,0,,0,0,4,2,2,1,15,64,1,164,1,0,0
160436,3275,6,117,65,17,13,1,10,,1,0,37,27,5,6,6,549,6,520,5,1,15
160437,693,0,20,13,2,3,0,1,,0,3,3,4,3,3,1,98,1,118,0,0,1
160438,3448,4,103,34,8,9,1,9,,2,1,30,31,9,2,5,467,2,582,1,3,10
160439,555,0,9,29,0,2,0,3,,0,1,2,3,3,0,0,137,0,49,0,1,0
160440,518,1,24,14,1,0,1,3,,0,0,4,7,2,1,3,65,0,132,1,1,6
160501,280,1,8,2,2,1,0,0,,0,0,3,5,0,0,1,38,1,86,1,1,1
160503,562,0,13,8,3,3,1,1,,0,1,4,6,0,0,2,81,1,140,1,1,1
160505,383,1,9,2,0,0,1,0,,1,1,3,2,1,0,0,54,0,84,0,0,1
160507,454,0,11,6,4,0,3,0,,0,3,4,4,0,1,0,45,1,120,1,0,3
160510,415,1,14,5,2,0,2,0,,0,0,5,13,1,1,0,53,0,81,1,2,1
160513,333,0,15,7,4,1,0,0,,1,0,4,7,1,0,1,35,2,119,1,1,1
160514,396,0,7,7,4,0,0,1,,0,0,8,6,2,1,0,35,0,115,0,0,3
160515,285,0,6,6,0,0,0,2,,0,0,6,5,0,0,0,36,0,61,0,0,0
160519,234,1,4,6,1,0,0,1,,0,1,1,4,0,1,0,30,0,63,1,0,1
160520,490,1,11,9,3,1,0,2,,0,0,4,3,0,2,1,63,1,114,0,0,1
160521,240,0,11,7,2,0,0,1,,0,1,1,2,1,0,0,51,0,27,0,1,0
160522,790,3,31,9,2,1,1,1,,0,1,3,9,0,0,1,75,1,187,1,0,7
160523,502,0,16,9,1,0,2,1,,0,1,4,1,1,3,0,69,0,114,1,0,6
160524,1018,1,45,24,2,1,0,2,,0,2,11,25,3,0,1,133,2,241,0,0,1
160525,481,0,18,11,0,0,0,0,,0,1,2,7,0,1,0,51,0,96,0,0,1
160526,1865,6,90,28,7,5,4,8,,2,5,28,46,11,6,4,194,2,440,4,5,6
160601,416,0,1,8,1,0,0,1,,0,0,2,3,1,0,0,93,0,42,0,0,0
160602,311,0,8,16,0,1,0,0,,1,0,0,1,0,0,0,78,0,46,0,0,0
160603,602,1,15,11,0,1,0,2,,0,2,4,7,0,3,0,96,0,118,0,2,1
160604,625,0,7,5,0,0,0,4,,0,0,2,6,0,1,1,67,0,133,0,0,6
160606,393,0,8,3,1,2,0,0,,0,0,6,0,5,0,0,96,0,50,0,0,0
160611,928,5,32,22,0,1,0,0,,0,1,6,8,1,1,0,200,0,151,0,0,4
160612,580,1,5,6,0,0,0,0,,0,0,4,3,3,0,2,96,0,93,0,0,2
160613,452,1,11,8,2,0,0,0,,0,1,5,2,1,0,0,99,0,77,1,0,1
160614,518,3,16,12,3,0,2,2,,0,0,5,1,0,1,1,142,0,84,1,1,4
160619,454,0,6,19,2,1,0,1,,1,1,2,8,0,0,0,83,2,50,1,0,0
160623,335,1,9,4,0,0,0,1,,1,0,2,0,0,0,0,86,0,40,0,0,1
160624,357,0,5,5,3,0,0,0,,0,0,1,0,0,0,1,63,0,55,0,0,0
160626,955,0,17,12,0,1,1,1,,0,0,11,6,1,0,0,194,1,162,0,0,3
160627,752,0,10,13,1,0,2,0,,0,0,2,15,3,1,0,109,1,114,0,0,2
160628,4550,8,143,67,10,12,1,22,,2,3,45,65,2,3,1,788,3,903,4,1,15
160629,486,0,8,4,1,1,0,0,,0,0,4,1,0,2,0,126,0,80,0,0,0
160630,776,1,6,13,0,0,1,3,,0,0,5,6,0,0,1,140,0,123,1,0,0
160701,1034,3,31,100,5,3,1,1,,1,1,6,5,2,5,3,268,2,136,0,1,11
160703,629,1,30,44,4,1,3,2,,1,0,6,4,1,0,1,103,1,101,1,1,3
160704,3305,11,144,168,19,7,2,9,,0,6,33,139,22,1,4,563,3,633,5,3,18
160707,701,0,8,74,4,0,0,1,,0,0,2,7,2,0,0,167,0,59,0,0,5
160708,372,1,14,43,0,0,2,1,,1,0,1,6,1,0,0,106,0,70,0,0,1
160709,222,0,2,55,0,0,0,0,,0,0,0,0,0,0,0,13,0,3,0,0,0
160710,419,2,16,39,2,2,0,1,,0,0,1,3,1,0,0,86,0,69,0,1,1
160713,910,0,36,109,3,0,1,0,,0,0,9,10,2,1,3,172,2,144,1,0,1
160714,686,2,11,58,1,3,1,1,,1,0,4,9,2,2,1,141,1,91,0,3,4
160716,2554,4,74,295,6,11,7,8,,4,2,36,26,8,2,2,583,2,357,4,0,16
160717,465,2,20,27,0,1,0,1,,1,0,8,5,1,1,1,74,0,73,2,0,2
160718,1322,2,74,115,0,7,1,4,,1,1,14,37,4,0,3,309,0,184,2,3,13
160719,1342,7,73,112,4,7,0,3,,2,1,19,24,8,6,2,246,1,233,1,0,8
160721,1041,4,34,198,4,2,1,5,,0,0,11,11,1,2,0,203,1,153,0,1,3
160724,586,0,9,54,1,0,0,1,,0,0,4,2,1,1,1,105,1,77,2,0,2
160726,1024,3,38,86,8,0,0,1,,1,3,13,2,1,0,0,241,1,151,3,0,11
160727,565,3,30,58,3,1,1,3,,1,1,5,10,2,0,1,95,0,73,0,1,5
160728,380,0,6,90,0,2,0,0,,0,1,2,1,0,1,0,51,1,50,0,0,5
160729,403,2,5,41,1,0,3,1,,1,0,3,2,2,0,0,103,0,58,0,0,1
160734,737,1,19,57,1,5,1,4,,1,0,4,5,0,0,1,245,1,88,0,0,1
160737,2217,8,65,170,4,0,2,4,,1,3,14,12,5,4,3,425,3,236,4,6,7
160739,1721,3,110,91,4,10,0,6,,2,2,16,57,1,0,1,264,2,407,0,0,7
160740,350,1,19,38,3,3,1,2,,0,0,2,4,0,0,1,82,0,56,0,0,0
160742,536,0,42,37,9,3,1,2,,1,1,9,10,2,4,0,90,1,124,0,0,5
160743,448,0,5,42,1,1,0,1,,0,0,2,3,1,0,0,99,2,94,0,0,0
160744,956,2,49,150,4,3,0,1,,1,2,12,22,6,5,1,157,0,103,0,0,8
160745,621,4,21,54,1,1,2,1,,1,0,7,11,2,2,0,171,1,96,1,0,10
160746,451,0,2,34,0,0,0,0,,0,0,2,3,1,2,0,101,0,68,0,0,4
160747,1089,1,30,108,4,3,1,3,,2,0,11,11,4,2,0,263,0,106,0,0,11
160750,936,4,59,69,6,2,1,1,,2,3,9,14,3,2,1,244,1,159,0,0,6
160752,3701,17,206,179,13,23,1,16,,5,2,58,170,15,16,4,633,5,692,4,4,9
160753,1638,1,61,153,7,6,1,5,,3,1,25,17,8,0,3,297,0,288,1,0,9
160754,1118,2,15,118,2,0,3,2,,0,0,5,3,0,0,3,261,0,118,0,0,4
160755,813,0,33,58,1,2,2,1,,1,1,13,9,0,0,3,153,0,127,2,2,0
160756,1058,2,20,108,4,1,0,0,,0,1,16,1,0,0,0,268,0,95,1,0,7
160757,933,4,40,68,5,1,2,4,,1,1,6,11,0,1,0,167,0,169,3,0,5
160758,1702,2,45,179,5,8,2,8,,3,2,10,9,3,5,1,418,1,182,2,1,9
160759,367,2,14,34,0,1,3,2,,0,1,7,1,2,0,0,63,0,62,0,0,3
160760,1696,4,51,142,10,13,5,1,,1,2,9,19,10,1,0,392,1,198,2,2,15
160802,272,2,6,7,0,0,0,0,,0,0,0,3,1,1,0,80,1,24,0,0,1
160803,1613,4,45,30,5,0,1,2,,0,1,19,17,9,1,0,230,2,224,1,1,10
160805,654,0,18,11,3,2,0,2,,2,1,7,4,2,0,0,171,0,67,1,0,2
160806,551,2,15,9,4,0,1,3,,0,1,6,17,0,0,1,100,0,137,1,1,1
160808,1134,3,40,11,6,2,1,0,,0,0,16,11,5,2,0,231,0,272,1,1,8
160812,1236,5,43,29,2,3,1,3,,1,2,12,10,0,0,2,264,0,229,0,0,6
160816,554,1,28,6,1,0,0,3,,0,0,3,15,1,0,2,110,0,158,1,0,1
160817,1340,3,25,21,2,1,0,1,,0,3,21,9,3,0,0,203,0,254,1,4,8
160818,504,1,14,7,0,0,0,1,,1,0,3,2,0,1,0,116,0,47,0,0,8
160819,568,1,9,12,3,1,2,2,,1,1,6,6,1,0,1,138,0,74,1,1,5
160820,4717,11,164,68,13,15,5,8,,4,1,54,50,15,7,4,749,4,652,3,4,14
160901,1447,8,103,35,9,7,3,11,,2,0,26,84,9,1,2,250,3,276,0,3,6
160902,2672,8,80,79,5,7,8,7,,1,4,30,29,8,5,2,443,4,435,2,5,14
160903,272,2,12,6,4,0,0,2,,1,0,2,13,0,1,0,50,0,66,1,0,1
160904,2289,12,116,48,5,10,13,8,,4,1,35,26,6,3,1,457,0,509,3,3,11
160905,4343,27,390,54,18,13,40,18,,6,8,79,209,10,2,5,543,0,851,4,5,10
160908,1666,10,178,42,10,10,9,10,,1,5,27,69,4,0,1,283,0,300,1,3,4
160910,3178,11,109,96,8,7,11,8,,6,5,45,42,16,4,3,455,7,397,9,2,17
160911,7346,29,403,101,35,18,44,20,,7,8,127,405,33,3,6,793,6,1204,8,4,23
160914,462,0,33,13,1,0,2,3,,3,1,8,12,3,1,5,89,0,84,0,1,3
160915,1569,7,77,40,6,6,8,7,,1,2,13,15,1,4,1,354,0,268,1,2,6
160920,544,2,20,14,2,2,0,0,,0,0,4,8,2,1,0,120,0,81,0,1,3
160922,1513,3,88,72,6,2,3,2,,0,2,22,15,5,3,0,242,1,248,2,4,8
160923,1202,5,63,32,3,2,0,5,,1,2,18,9,1,6,3,204,2,231,1,1,12
160925,1105,2,62,18,5,5,3,5,,4,4,14,12,6,1,2,216,1,241,0,1,6
160926,2649,12,226,70,12,12,13,13,,3,5,53,125,11,2,5,400,3,605,4,5,20
160928,3563,11,221,55,18,12,22,12,,6,9,46,101,7,2,5,648,5,781,2,2,20
160935,1668,2,71,39,7,7,6,2,,3,2,25,38,1,1,2,305,0,339,7,0,12
160938,2237,5,106,61,9,9,3,11,,4,5,33,40,8,2,2,336,0,534,1,4,6
160940,3192,7,131,67,12,7,13,13,,3,5,52,60,9,2,5,340,1,479,1,2,20
160941,4739,9,216,97,26,26,8,22,,9,4,76,76,18,6,5,914,2,884,2,14,28
160942,2068,13,124,49,14,6,7,7,,2,3,24,42,5,2,5,455,0,479,2,2,28
160943,3343,7,109,118,18,11,7,7,,1,4,26,27,10,2,5,648,6,639,7,3,19
160944,2595,14,132,43,12,2,8,6,,0,5,40,86,6,4,1,365,1,614,4,2,19
160945,1444,5,67,38,5,5,1,7,,1,0,13,18,1,2,2,287,2,309,0,2,6
160946,2324,7,101,64,11,8,10,7,,5,3,32,30,7,4,2,493,5,437,1,2,9
160947,1226,8,52,55,4,7,7,7,,3,1,21,19,2,2,1,264,1,155,2,2,6
160948,23136,134,2039,394,106,116,164,93,,20,39,472,1239,108,16,33,3222,12,4444,20,32,84
161003,446,2,15,7,4,2,0,0,,1,0,1,8,3,1,2,72,0,101,0,0,4
161004,580,1,17,11,0,1,2,2,,3,1,6,3,5,1,3,92,2,98,0,0,4
161006,907,0,47,14,2,1,0,0,,0,1,10,8,3,2,0,158,2,243,0,1,4
161007,816,1,33,10,7,4,0,1,,0,0,11,14,1,0,1,99,1,193,0,0,2
161009,255,2,7,6,1,1,1,1,,0,0,4,3,0,1,0,47,0,53,0,0,5
161012,357,1,9,10,0,0,1,1,,0,0,5,2,0,1,0,80,0,75,1,1,0
161013,549,1,16,2,0,0,0,0,,1,0,6,1,1,0,0,90,1,116,1,0,2
161016,1431,6,66,35,5,3,1,6,,2,1,12,14,3,3,2,226,2,275,1,0,10
161017,362,0,21,9,3,1,1,1,,0,1,9,3,0,1,0,75,1,80,1,0,0
161018,944,3,51,15,7,7,5,3,,1,1,9,17,3,2,0,179,1,194,0,2,8
161019,1775,5,106,33,17,5,0,11,,1,0,30,25,6,3,4,275,2,368,1,4,12
170101,2484,8,114,49,12,4,,7,,,0,18,25,3,3,1,429,3,435,,,5
170107,1012,4,30,20,3,2,,4,,,1,7,13,2,0,1,138,0,228,,,2
170108,532,4,6,14,2,0,,1,,,0,4,10,2,0,0,56,0,76,,,0
170109,617,0,24,8,6,1,,1,,,1,3,29,6,0,0,82,0,152,,,1
170112,1390,28,38,34,5,1,,6,,,2,4,10,3,2,1,232,0,287,,,4
170113,351,1,5,16,2,0,,0,,,0,1,1,4,1,0,67,1,87,,,2
170114,660,6,15,22,1,0,,2,,,0,7,12,0,1,0,85,1,155,,,2
170116,512,3,4,8,2,0,,2,,,2,0,1,1,0,0,80,0,101,,,3
170117,689,5,13,17,1,1,,1,,,0,0,1,2,2,0,136,1,96,,,3
170118,949,0,15,12,3,2,,0,,,0,12,4,3,1,0,148,1,158,,,3
170120,827,0,27,16,2,1,,0,,,0,3,9,2,1,0,123,0,131,,,4
170121,569,3,17,18,1,0,,1,,,0,6,9,2,0,2,117,1,87,,,5
170122,667,1,13,12,1,0,,1,,,0,2,6,0,1,1,95,2,88,,,5
170123,481,3,11,9,0,1,,3,,,0,2,4,1,0,0,71,1,148,,,4
170203,1159,0,11,9,2,3,,0,,,1,5,4,0,1,0,479,1,144,,,2
170208,332,1,1,4,0,0,,0,,,0,3,17,3,0,0,75,0,33,,,1
170210,526,0,10,1,0,0,,0,,,0,1,19,1,0,0,58,0,62,,,0
170213,579,0,4,16,1,0,,0,,,1,1,2,0,1,0,104,0,75,,,0
170215,711,0,6,12,1,1,,0,,,0,3,2,2,0,0,150,0,77,,,1
170217,768,0,6,5,1,1,,1,,,0,0,4,1,0,0,198,0,69,,,3
170218,906,0,8,7,1,0,,0,,,1,3,2,1,4,0,218,3,90,,,2
170219,1763,2,39,17,4,2,,2,,,3,2,17,3,0,1,479,2,236,,,10
170220,470,0,5,1,0,0,,0,,,0,1,6,1,0,2,175,0,28,,,0
170221,624,0,2,4,0,0,,0,,,0,1,5,2,0,0,239,1,59,,,1
170301,821,1,12,23,3,1,,0,,,2,6,8,2,0,1,125,0,152,,,2
170302,550,2,8,5,1,1,,0,,,0,5,1,3,0,1,96,0,53,,,1
170305,562,5,13,10,0,1,,1,,,0,4,2,2,0,3,117,1,75,,,0
170309,544,0,9,13,0,0,,1,,,1,0,0,2,0,0,69,0,81,,,0
170310,554,3,6,15,2,0,,0,,,0,2,24,4,0,0,78,0,70,,,1
170312,890,0,19,6,6,0,,0,,,1,5,6,4,4,1,135,3,121,,,2
170313,813,4,28,12,1,2,,6,,,0,9,17,1,0,0,142,1,165,,,2
170314,382,0,5,3,0,0,,0,,,0,0,3,2,1,0,81,1,65,,,4
170316,345,0,7,5,0,0,,1,,,0,4,2,0,0,1,70,2,69,,,0
170317,290,0,2,6,0,0,,0,,,0,2,0,2,1,0,51,0,28,,,1
170318,713,2,3,11,1,0,,1,,,1,0,3,2,2,0,158,4,58,,,2
170320,626,1,14,16,2,1,,2,,,0,2,4,2,1,0,104,0,83,,,1
170321,886,3,24,14,5,5,,4,,,0,12,16,3,1,0,132,0,176,,,0
170322,280,0,5,13,0,1,,0,,,0,0,1,0,0,0,66,0,34,,,1
170324,596,2,12,11,0,0,,0,,,0,0,4,3,0,0,62,2,136,,,0
170327,313,0,2,6,0,0,,1,,,1,2,1,1,0,0,58,0,25,,,0
170329,377,1,2,2,1,0,,0,,,0,1,2,0,0,0,65,0,50,,,0
170330,496,1,13,18,0,1,,2,,,1,4,5,0,0,0,87,0,94,,,3
170331,649,0,13,9,0,1,,1,,,0,1,4,1,0,3,87,0,87,,,5
170333,1573,3,33,25,3,3,,4,,,1,12,25,4,1,1,225,3,252,,,3
170334,294,0,5,26,0,0,,0,,,0,0,5,1,1,1,49,0,43,,,0
170340,290,0,2,1,0,0,,0,,,0,1,1,0,2,0,38,0,43,,,0
170341,1408,5,59,27,8,6,,7,,,4,8,43,3,1,2,286,2,252,,,4
170343,908,1,21,16,2,1,,2,,,1,11,9,6,3,0,165,1,132,,,3
170344,1896,5,70,54,7,6,,8,,,0,28,23,5,2,3,313,0,345,,,6
170345,699,0,12,14,4,1,,0,,,0,3,1,1,0,1,123,0,100,,,0
170347,245,0,1,7,0,0,,0,,,0,1,3,0,0,0,59,1,24,,,0
170348,364,0,4,5,5,0,,0,,,0,0,0,0,0,0,49,1,64,,,3
170349,413,0,10,21,3,1,,0,,,0,3,4,0,1,1,65,0,72,,,2
170350,11906,30,416,161,46,15,,39,,,10,127,236,20,10,10,1890,8,1934,,,19
170353,381,0,4,8,0,0,,0,,,0,0,2,0,0,0,59,1,69,,,1
170354,3064,10,69,54,11,4,,8,,,1,24,47,5,3,2,497,4,488,,,3
170355,969,3,28,24,0,0,,3,,,0,8,8,3,0,1,199,0,167,,,7
170356,760,0,12,19,1,0,,0,,,0,3,6,3,2,0,95,0,108,,,1
170357,878,0,15,21,2,0,,1,,,1,4,1,1,0,1,141,0,120,,,2
170358,3704,12,122,49,27,8,,11,,,4,39,47,10,5,3,588,0,552,,,12
170359,685,0,14,9,2,1,,3,,,2,4,8,2,0,0,150,1,95,,,2
170360,687,1,15,6,3,0,,1,,,1,1,6,5,4,0,82,0,134,,,0
170361,2035,20,50,37,5,1,,7,,,1,11,12,6,0,1,355,4,356,,,4
170401,561,0,27,7,4,0,,0,,,1,5,6,0,0,1,52,0,169,,,7
170402,142,0,9,5,2,0,,0,,,1,1,3,2,0,1,17,0,38,,,0
170403,363,2,8,15,0,0,,1,,,0,2,4,0,0,0,76,1,65,,,1
170407,1076,2,30,31,0,1,,1,,,0,7,10,1,1,0,110,0,194,,,1
170408,1616,3,75,49,4,3,,4,,,2,27,10,1,2,3,271,2,324,,,9
170501,1274,2,18,45,2,0,,4,,,5,10,12,2,2,1,165,2,233,,,7
170502,657,2,16,55,2,1,,1,,,0,3,0,1,0,0,100,1,69,,,2
